name_exact_match,name_levenshtein,name_jaro_winkler,name_token_sort_ratio,name_token_set_ratio,name_partial_ratio,name_char_3gram_jaccard,name_token_jaccard,name_token_containment,name_first_token_match,name_first_token_lev,name_length_ratio,name_token_count_diff,name_raw_token_set_ratio,addr_is_missing,addr_levenshtein,addr_jaro_winkler,addr_token_set_ratio,addr_token_jaccard,addr_token_containment,addr_length_ratio,building_number_match,postal_code_match,postal_code_prefix_match,numeric_overlap_count,has_shared_number,legal_form_present_both,legal_form_match,candidate_rank,is_source_2,is_source_3,name_and_addr_overlap,high_confidence_anchor,source1_entity_id,candidate_entity_id,is_match
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,S1-925783039,S2-517291332,1
0.0,0.5263157894736843,0.8508255933952529,0.4444444444444444,0.6666666666666665,0.7272727272727273,0.28,0.5,0.6666666666666666,1.0,1.0,0.8947368421052632,0.0,0.6666666666666665,0.0,0.6046511627906976,0.7214416451335056,0.875,0.5,0.6666666666666666,0.8372093023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,S1-925783039,S3-698172821,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.625,0.9222222222222222,0.9565217391304348,0.625,0.8333333333333334,0.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.625,1.0,S1-925783039,S3-997698194,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,S1-925783039,S2-157377754,1
0.0,0.06666666666666665,0.3906432748538012,0.08163265306122447,0.10810810810810807,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,12.0,0.10810810810810807,0.0,0.16279069767441856,0.5888242894056847,0.5074626865671642,0.0,0.0,0.8372093023255814,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-925783039,S2-166376419,0
0.0,0.19999999999999996,0.5087719298245613,0.2727272727272727,0.27272727272727265,0.3157894736842105,0.0,0.0,0.0,0.0,0.125,0.76,1.0,0.27272727272727265,0.0,0.36111111111111116,0.6654320987654321,0.5079365079365079,0.1,0.2,0.75,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-925783039,S2-764573417,0
0.0,0.08695652173913049,0.39740655987795576,0.09523809523809523,0.09523809523809518,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.8260869565217391,6.0,0.09523809523809518,0.0,0.15555555555555556,0.5333333333333333,0.2716049382716049,0.0,0.0,0.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-925783039,S2-639257739,0
0.0,0.052631578947368474,0.4064327485380117,0.07999999999999996,0.08,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,2.0,0.13793103448275856,0.0,0.05555555555555558,0.5498607630186577,0.4225352112676056,0.08333333333333333,0.16666666666666666,0.9722222222222222,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-925783039,S2-163963287,0
0.0,0.16666666666666663,0.45812447786132,0.23255813953488372,0.23255813953488372,0.3125,0.0,0.0,0.0,0.0,0.33333333333333337,0.7916666666666666,1.0,0.21276595744680848,0.0,0.16666666666666663,0.5768518518518518,0.32352941176470595,0.0,0.0,0.8888888888888888,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-925783039,S2-49942811,0
0.0,0.3157894736842105,0.5808270676691729,0.4242424242424242,0.4242424242424242,0.5,0.07407407407407407,0.0,0.0,0.0,0.5,0.7368421052631579,0.0,0.4242424242424242,0.0,0.2432432432432432,0.582032032032032,0.410958904109589,0.0,0.0,0.972972972972973,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-925783039,S2-138046867,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8285714285714285,0.9657142857142857,0.9454545454545454,0.6666666666666666,0.8,0.8285714285714286,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,S1-773889195,S3-161452820,1
0.0,0.6428571428571428,0.9025974025974026,0.56,0.56,0.9523809523809522,0.4,0.0,0.0,0.0,0.5,0.7857142857142857,0.0,0.56,0.0,0.8285714285714285,0.9657142857142857,0.9454545454545454,0.6666666666666666,0.8,0.8285714285714286,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S1-773889195,S3-202893869,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5365853658536586,0.8939745284152348,0.7111111111111111,0.375,0.6,0.7073170731707317,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,S1-773889195,S3-622232873,1
0.0,0.9090909090909091,0.9818181818181818,0.4761904761904761,0.4761904761904762,0.9,0.5454545454545454,0.0,0.0,0.0,0.5,0.9090909090909091,1.0,0.4761904761904762,0.0,0.10344827586206895,0.73227969348659,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-773889195,S2-970528089,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8285714285714285,0.9657142857142857,0.9454545454545454,0.6666666666666666,0.8,0.8285714285714286,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,S1-773889195,S3-189140669,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.10344827586206895,0.73227969348659,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,S1-773889195,S2-374107005,1
0.0,0.033333333333333326,0.3747474747474748,0.04878048780487809,0.06896551724137936,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,13.0,0.06896551724137936,0.0,0.16279069767441856,0.5682571504945202,0.43333333333333335,0.0,0.0,0.6744186046511628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-773889195,S2-166376419,0
0.0,0.12,0.4959307359307359,0.2777777777777778,0.27777777777777773,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.44,2.0,0.27777777777777773,0.0,0.31034482758620685,0.610605576841209,0.42857142857142855,0.0,0.0,0.9310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-773889195,S2-764573417,0
0.0,0.04347826086956519,0.37812911725955206,0.05882352941176472,0.058823529411764636,0.1428571428571429,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,7.0,0.058823529411764636,0.0,0.24444444444444446,0.5874110563765736,0.3513513513513513,0.0,0.0,0.6444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-773889195,S2-639257739,0
0.0,0.18181818181818177,0.47979797979797983,0.23529411764705888,0.23529411764705885,0.33333333333333337,0.0,0.0,0.0,0.0,0.16666666666666663,0.5454545454545454,1.0,0.2857142857142857,0.0,0.11428571428571432,0.49304871373836895,0.40625,0.0,0.0,0.8285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-773889195,S2-163963287,0
0.0,0.125,0.4998196248196248,0.17142857142857137,0.17142857142857137,0.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.20512820512820512,0.0,0.21875,0.6092899274047187,0.36065573770491804,0.0,0.0,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-773889195,S2-49942811,0
0.0,0.0714285714285714,0.46645021645021645,0.31999999999999995,0.32,0.3529411764705882,0.0,0.0,0.0,0.0,0.19999999999999996,0.7857142857142857,1.0,0.32,0.0,0.18918918918918914,0.5519933726830278,0.36363636363636365,0.0,0.0,0.7837837837837838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-773889195,S2-138046867,0
0.0,0.38095238095238093,0.8761904761904762,0.5517241379310345,1.0,1.0,0.3157894736842105,0.4,1.0,1.0,1.0,0.38095238095238093,3.0,1.0,0.0,0.868421052631579,0.9736842105263158,0.9523809523809524,0.6666666666666666,0.8,0.868421052631579,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26666666666666666,0.0,S1-377745466,S3-836170816,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.33333333333333337,0.7442279942279942,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,S1-377745466,S2-203037501,1
0.0,0.2857142857142857,0.594047619047619,0.36363636363636365,0.36363636363636365,0.5454545454545454,0.0,0.25,0.5,1.0,1.0,0.5714285714285714,1.0,0.6153846153846154,0.0,0.2894736842105263,0.7914340776182881,0.9523809523809524,0.6666666666666666,0.8,0.868421052631579,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,S1-377745466,S3-70942743,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.0,0.675,0.9299755620723363,0.8,0.42857142857142855,0.6,0.825,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.42857142857142855,1.0,S1-377745466,S3-402918963,1
0.0,0.033333333333333326,0.38611111111111107,0.05263157894736848,0.07692307692307693,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,13.0,0.13333333333333328,0.0,0.13953488372093026,0.549732329414092,0.375,0.0,0.0,0.7674418604651163,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-377745466,S2-166376419,0
0.0,0.12,0.4749999999999999,0.18181818181818177,0.18181818181818188,0.5,0.0,0.0,0.0,0.0,0.0,0.32,2.0,0.4,0.0,0.21212121212121215,0.5972799894368522,0.36666666666666664,0.0,0.0,0.8181818181818182,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S1-377745466,S2-764573417,0
